Output_sne,lat,lng,Country_Code,Type,Population,Desamb_Phase,input_sne,source
Iraq,33.0,44.0,IQ,A,38433600,fuzzySWHighMatch2,iraq,U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq
Kuwait,29.5,47.75,KW,A,4137309,fuzzySWHighMatch1,kuwait,U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq
Cedar City,37.67748,-113.06189,US,P,30184,fuzzySWHighMatch1,cedar city,U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq
Utah,39.25024,-111.75103,US,A,2427340,fuzzySWHighMatch2,utah,U.S._Democrats_highlight_water_quality_issues_for_troops_in_Iraq
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,U.S._superbug_expected_to_emerge_in_Canada
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,U.S._superbug_expected_to_emerge_in_Canada
British Columbia,53.99983,-125.0032,CA,A,4413973,fuzzySWHighMatch1,british columbia,U.S._superbug_expected_to_emerge_in_Canada
Alberta,52.28333,-117.469,CA,A,3497881,fuzzySWHighMatch1,alberta,U.S._superbug_expected_to_emerge_in_Canada
Saskatchewan,54.0001,-106.00099,CA,A,1006644,fuzzySWHighMatch1,saskatchewan,U.S._superbug_expected_to_emerge_in_Canada
Manitoba,55.00019,-97.00049,CA,A,1193566,fuzzySWHighMatch1,manitoba,U.S._superbug_expected_to_emerge_in_Canada
Ontario,49.25014,-84.49983,CA,A,12861940,fuzzySWHighMatch1,ontario,U.S._superbug_expected_to_emerge_in_Canada
Calgary,51.05011,-114.08529,CA,P,1019942,fuzzySWHighMatch1,calgary,U.S._superbug_expected_to_emerge_in_Canada
Toronto,43.70011,-79.4163,CA,P,2600000,fuzzySWHighMatch1,toronto,U.S._superbug_expected_to_emerge_in_Canada
Northern Ireland,54.5,-6.5,GB,A,1862137,fuzzySWHighMatch1,northern ireland,"UK_Wikinews_Shorts:_December_23,_2009"
Spain,40.0,-4.0,ES,A,46723749,fuzzySWHighMatch1,spain,"UK_Wikinews_Shorts:_December_23,_2009"
England,52.16045,-0.70312,GB,A,56286961,fuzzySWHighMatch1,england,"UK_Wikinews_Shorts:_December_23,_2009"
Mbanza Congo,-6.26667,14.23833,AO,P,24220,fuzzySWHighMatch1,mbanza congo,UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid
Angola,-12.5,18.5,AO,A,30809762,fuzzySWHighMatch1,angola,UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid
DR Congo,-2.5,23.5,CD,A,84068091,resolvedByAliace,DRC,UNHCR:_Thousands_of_Angolans_expelled_from_DRC_in_%22dire%22_need_of_aid
Kenya,1.0,38.0,KE,A,51393010,fuzzySWHighMatch1,kenya,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
Uganda,1.25,32.5,UG,A,42723139,fuzzySWHighMatch1,uganda,UN_appeals_for_US$42_million_to_assist_victims_of_Kenya_violence
Egypt,27.0,30.0,EG,A,98423595,fuzzySWHighMatch1,egypt,UN_says_polio_eradicated_in_Egypt_and_Niger
Niger,18.0,9.0,NE,A,22442948,fuzzySWHighMatch1,niger,UN_says_polio_eradicated_in_Egypt_and_Niger
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,UN_says_polio_eradicated_in_Egypt_and_Niger
Nigeria,10.0,8.0,NG,A,195874740,fuzzySWHighMatch1,nigeria,UN_says_polio_eradicated_in_Egypt_and_Niger
Turkey,39.0,35.0,TR,A,82319724,fuzzySWHighMatch1,turkey,UN_warns_neighbours_of_Turkey_about_bird_flu
Armenia,40.25,45.0,AM,A,2951776,fuzzySWHighMatch1,armenia,UN_warns_neighbours_of_Turkey_about_bird_flu
Azerbaijan,40.5,47.5,AZ,A,9942334,fuzzySWHighMatch1,azerbaijan,UN_warns_neighbours_of_Turkey_about_bird_flu
Georgia,32.75042,-83.50018,US,A,8975842,fuzzySWHighMatch1,georgia,UN_warns_neighbours_of_Turkey_about_bird_flu
Iraq,33.0,44.0,IQ,A,38433600,fuzzySWHighMatch2,iraq,UN_warns_neighbours_of_Turkey_about_bird_flu
Iran,32.0,53.0,IR,A,81800269,fuzzySWHighMatch2,iran,UN_warns_neighbours_of_Turkey_about_bird_flu
Syria,35.0,38.0,SY,A,16906283,fuzzySWHighMatch1,syria,UN_warns_neighbours_of_Turkey_about_bird_flu
Ceres,37.59493,-120.95771,US,P,47963,fuzzySWHighMatch1,ceres,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
Mississauga,43.5789,-79.6583,CA,P,668549,fuzzySWHighMatch1,mississauga,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
Ontario,49.25014,-84.49983,CA,A,12861940,fuzzySWHighMatch1,ontario,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,US:_Melamine_from_contaminated_pet_food_enters_human_food_chain
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,USDA_says_mad_cow_disease_found_in_cow_in_California
Ames,42.03471,-93.61994,US,P,65060,fuzzySWHighMatch2,ames,USDA_says_mad_cow_disease_found_in_cow_in_California
Iowa,42.00027,-93.50049,US,A,2955010,fuzzySWHighMatch2,iowa,USDA_says_mad_cow_disease_found_in_cow_in_California
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,USDA_says_mad_cow_disease_found_in_cow_in_California
Washington,47.50012,-120.50147,US,A,6271775,fuzzySWHighMatch1,washington,USDA_says_mad_cow_disease_found_in_cow_in_California
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,USDA_says_mad_cow_disease_found_in_cow_in_California
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange
Hanoi,21.0245,105.84117,VN,P,8053663,fuzzySWHighMatch1,hanoi,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange
Vietnam,16.16667,107.83333,VN,A,95540395,fuzzySWHighMatch1,vietnam,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,US_declares_public_health_emergency_over_spread_of_swine_flu
Queens,40.68149,-73.83652,US,P,2272771,fuzzySWHighMatch1,queens,US_declares_public_health_emergency_over_spread_of_swine_flu
New York,43.00035,-75.4999,US,A,19274244,fuzzySWHighMatch2,new york,US_declares_public_health_emergency_over_spread_of_swine_flu
Ohio,40.25034,-83.00018,US,A,11467123,fuzzySWHighMatch2,ohio,US_declares_public_health_emergency_over_spread_of_swine_flu
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,US_declares_public_health_emergency_over_spread_of_swine_flu
Kansas,38.50029,-98.50063,US,A,2740759,fuzzySWHighMatch1,kansas,US_declares_public_health_emergency_over_spread_of_swine_flu
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,US_declares_public_health_emergency_over_spread_of_swine_flu
Colorado,39.00027,-105.50083,US,A,4678630,fuzzySWHighMatch1,colorado,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
Minnesota,46.25024,-94.25055,US,A,5141953,fuzzySWHighMatch1,minnesota,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
Iowa,42.00027,-93.50049,US,A,2955010,fuzzySWHighMatch2,iowa,US_food_regulators_recall_380_million_eggs_after_salmonella_outbreak
Utah,39.25024,-111.75103,US,A,2427340,fuzzySWHighMatch2,utah,US_military_to_buy_anthrax_and_bioweapons_production_systems
Germany,51.5,10.5,DE,A,82927922,fuzzySWHighMatch1,germany,US_military_to_buy_anthrax_and_bioweapons_production_systems
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,US_military_to_buy_anthrax_and_bioweapons_production_systems
Minnesota,46.25024,-94.25055,US,A,5141953,fuzzySWHighMatch1,minnesota,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
Solon,41.38978,-81.44123,US,P,23043,fuzzySWHighMatch1,solon,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
Lynchburg,37.41375,-79.14225,US,P,79812,fuzzySWHighMatch1,lynchburg,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
Georgia,32.75042,-83.50018,US,A,8975842,fuzzySWHighMatch1,georgia,"US_salmonella_outbreak_linked_to_peanut_butter,_brand_recalls_product"
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,US_soldier_who_died_after_serving_in_Liberia_tests_negative_for_Ebola
Liberia,6.5,-9.5,LR,A,4818977,fuzzySWHighMatch1,liberia,US_soldier_who_died_after_serving_in_Liberia_tests_negative_for_Ebola
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,US_soldier_who_died_after_serving_in_Liberia_tests_negative_for_Ebola
Zimbabwe,-19.0,29.75,ZW,A,14439018,fuzzySWHighMatch1,zimbabwe,WHO:_Polio_reemerging_in_Africa
Angola,-12.5,18.5,AO,A,30809762,fuzzySWHighMatch1,angola,WHO:_Polio_reemerging_in_Africa
Chad,15.0,19.0,TD,A,15477751,fuzzySWHighMatch2,chad,WHO:_Polio_reemerging_in_Africa
Mexico,23.0,-102.0,MX,A,126190788,fuzzySWHighMatch1,mexico,WHO_director:_Pandemic_alert_level_will_not_be_raised
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,WHO_director:_Pandemic_alert_level_will_not_be_raised
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,WHO_director:_Pandemic_alert_level_will_not_be_raised
Japan,35.68536,139.75309,JP,A,126529100,fuzzySWHighMatch1,japan,WHO_director:_Pandemic_alert_level_will_not_be_raised
United Kingdom,54.75844,-2.69531,GB,A,66488991,fuzzySWHighMatch1,united kingdom,WHO_director:_Pandemic_alert_level_will_not_be_raised
United Kingdom,54.75844,-2.69531,GB,A,66488991,resolvedByAliace,Uk,WHO_director:_Pandemic_alert_level_will_not_be_raised
Mombo,-6.13813,17.10727,CD,P,0,fuzzySWHighMatch1,mombo,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo
DR Congo,-2.5,23.5,CD,A,84068091,resolvedByAliace,DRC,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo
Kampungu,-9.5756,25.08159,CD,P,0,HighPop,kampungu,WHO_investigates_outbreak_of_unidentified_illness_in_Democratic_Republic_of_the_Congo
Américas,9.89896,-83.67407,CR,P,0,fuzzySWHighMatch2,americas,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
Canada,60.10867,-113.64258,CA,A,37058856,fuzzySWHighMatch1,canada,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
Nicaragua,13.0,-85.0,NI,A,6465513,fuzzySWHighMatch1,nicaragua,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
Suriname,4.0,-56.0,SR,A,575991,fuzzySWHighMatch1,suriname,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
French Guiana,4.0,-53.0,GF,A,195506,fuzzySWHighMatch1,french guiana,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
Haiti,19.07582,-72.29616,HT,A,11123176,fuzzySWHighMatch1,haiti,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
Dominican Republic,19.0,-70.66667,DO,A,10627165,fuzzySWHighMatch1,dominican republic,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,WHO_starts_simultaneous_immunization_campaigns_in_over_100_countries
Burkina Faso,12.5,-1.66667,BF,A,19751535,fuzzySWHighMatch1,burkina faso,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Guinea,10.83333,-10.66667,GN,A,12414318,fuzzySWHighMatch1,guinea,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Guinea-Bissau,12.0,-15.0,GW,A,1874309,fuzzySWHighMatch1,guinea-bissau,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Liberia,6.5,-9.5,LR,A,4818977,fuzzySWHighMatch1,liberia,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Mauritania,20.25,-10.5,MR,A,4403319,fuzzySWHighMatch1,mauritania,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Mali,18.0,-2.0,ML,A,19077690,fuzzySWHighMatch2,mali,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Niger,18.0,9.0,NE,A,22442948,fuzzySWHighMatch1,niger,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Senegal,14.5,-14.25,SN,A,15854360,fuzzySWHighMatch1,senegal,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Nigeria,10.0,8.0,NG,A,195874740,fuzzySWHighMatch1,nigeria,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Cameroon,6.0,12.5,CM,A,25216237,fuzzySWHighMatch1,cameroon,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Chad,15.0,19.0,TD,A,15477751,fuzzySWHighMatch2,chad,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared"
Buffalo,42.88645,-78.87837,US,P,258071,fuzzySWHighMatch1,buffalo,"White_powder_found_at_Buffalo,_N.Y._courthouse"
New York,43.00035,-75.4999,US,A,19274244,fuzzySWHighMatch2,new york,"White_powder_found_at_Buffalo,_N.Y._courthouse"
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,Whooping_cough_outbreak_kills_ten_infants_in_California
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,Whooping_cough_outbreak_kills_ten_infants_in_California
Texas,31.25044,-99.25061,US,A,22875689,fuzzySWHighMatch1,texas,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Longview,32.5007,-94.74049,US,P,82287,fuzzySWHighMatch1,longview,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Tyler,32.35126,-95.30106,US,P,103700,fuzzySWHighMatch1,tyler,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Fairfield,41.22496,-73.3712,US,A,916829,fuzzySWHighMatch1,fairfield,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Malakoff,48.81667,2.3,FR,A,29973,fuzzySWHighMatch1,malakoff,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dallas,32.76663,-96.77787,US,A,2368139,fuzzySWHighMatch1,dallas,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Austin,30.26715,-97.74306,US,P,931830,fuzzySWHighMatch1,austin,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
United States,39.76,-98.5,US,A,327167434,resolvedByAliace,Us,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly"
Dorset,50.75,-2.33333,GB,A,422727,fuzzySWHighMatch1,dorset,Wild_Canadian_Goose_tests_positive_for_H5N1_in_England
England,52.16045,-0.70312,GB,A,56286961,fuzzySWHighMatch1,england,Wild_Canadian_Goose_tests_positive_for_H5N1_in_England
Rice Lake,45.50607,-91.73823,US,P,8391,fuzzySWHighMatch2,rice lake,Wild_ducks_in_Illinois_test_positive_for_%22low_pathogenic%22_Bird_Flu_virus
Illinois,40.00032,-89.25037,US,A,12772888,fuzzySWHighMatch1,illinois,Wild_ducks_in_Illinois_test_positive_for_%22low_pathogenic%22_Bird_Flu_virus
Zimbabwe,-19.0,29.75,ZW,A,14439018,fuzzySWHighMatch1,zimbabwe,"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer"
Wedza,-18.61731,31.5736,ZW,P,0,fuzzySWHighMatch1,wedza,"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer"
Midlands,-20.31907,57.57016,MU,P,4546,fuzzySWHighMatch1,midlands,"With_arrival_of_rainy_season,_perennial_scramble_in_Zimbabwe_for_seed,_fertilizer"
San Jose,37.33939,-121.89496,US,P,1026908,fuzzySWHighMatch2,san jose,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
California,37.25022,-119.75126,US,A,39512223,fuzzySWHighMatch1,california,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
Las Vegas,36.17497,-115.13722,US,P,623747,fuzzySWHighMatch2,las vegas,Woman_finds_human_finger_in_bowl_of_chili_at_Wendy%27s_restaurant
Johannesburg,-26.20227,28.04363,ZA,P,2026469,fuzzySWHighMatch1,johannesburg,World_AIDS_Day_events_held_around_the_globe
South Africa,-29.0,24.0,ZA,A,57779622,fuzzySWHighMatch1,south africa,World_AIDS_Day_events_held_around_the_globe
Midrand,-25.98953,28.12843,ZA,P,87387,fuzzySWHighMatch1,midrand,World_AIDS_Day_events_held_around_the_globe
Gauteng,-26.08333,28.25,ZA,A,10058121,fuzzySWHighMatch1,gauteng,World_AIDS_Day_events_held_around_the_globe
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,World_AIDS_Day_events_held_around_the_globe
Beijing,39.9075,116.39723,CN,P,18960744,fuzzySWHighMatch1,beijing,World_AIDS_Day_events_held_around_the_globe
Shanghai,31.22222,121.45806,CN,P,22315474,fuzzySWHighMatch1,shanghai,World_AIDS_Day_events_held_around_the_globe
Changsha,28.19874,112.97087,CN,P,3093980,fuzzySWHighMatch1,changsha,World_AIDS_Day_events_held_around_the_globe
Sanya,18.24306,109.505,CN,P,1031396,fuzzySWHighMatch1,sanya,World_AIDS_Day_events_held_around_the_globe
United States,39.76,-98.5,US,A,327167434,fuzzySWHighMatch1,united states,World_AIDS_Day_events_held_around_the_globe
Cambodia,13.0,105.0,KH,A,16249798,fuzzySWHighMatch1,cambodia,World_Bank_warns_of_high_bird_flu_cost
Laos,18.0,105.0,LA,A,7061507,fuzzySWHighMatch2,laos,World_Bank_warns_of_high_bird_flu_cost
Thailand,15.5,101.0,TH,A,69428524,fuzzySWHighMatch1,thailand,World_Bank_warns_of_high_bird_flu_cost
Vietnam,16.16667,107.83333,VN,A,95540395,fuzzySWHighMatch1,vietnam,World_Bank_warns_of_high_bird_flu_cost
Beijing,39.9075,116.39723,CN,P,18960744,fuzzySWHighMatch1,beijing,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
Hong Kong,22.27832,114.17469,HK,P,7482500,fuzzySWHighMatch2,hong kong,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
China,35.0,105.0,CN,A,1411778724,fuzzySWHighMatch1,china,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
Russia,60.0,100.0,RU,A,144478050,fuzzySWHighMatch1,russia,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
Vietnam,16.16667,107.83333,VN,A,95540395,fuzzySWHighMatch1,vietnam,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up
Uganda,1.25,32.5,UG,A,42723139,fuzzySWHighMatch1,uganda,World_Health_Organization:_Stay_away_from_Ugandan_caves
Netherlands,52.25,5.75,NL,A,17231017,fuzzySWHighMatch1,netherlands,World_Health_Organization:_Stay_away_from_Ugandan_caves
Soviet Union,60.0,98.0,,A,0,fuzzySWHighMatch1,soviet union,World_Health_Organization:_Stay_away_from_Ugandan_caves
